,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
8862,6/23/2018,3,3,5,9,8,10,5,5,2,8,6,5,5,6,0,5,2,5,7,7,51 or more,Female,701.1
8863,6/24/2018,2,2,5,6,7,6,5,2,1,6,3,5,3,8,0,0,2,3,2,5,Less than 20,Male,679.4
8864,6/24/2018,5,1,5,5,2,3,0,3,2,5,1,5,1,10,0,1,2,3,1,0,51 or more,Female,639.0
8865,6/24/2018,1,3,2,6,9,10,9,5,2,8,4,5,5,8,5,1,2,8,6,8,51 or more,Male,696.4
8866,6/24/2018,2,3,5,10,4,1,5,2,1,3,2,6,3,6,0,3,1,5,2,4,21 to 35,Female,640.1
8867,6/24/2018,4,4,10,2,3,6,3,5,1,8,1,3,0,7,1,1,2,6,0,10,51 or more,Male,677.1
8868,6/24/2018,3,5,4,10,10,10,10,4,1,6,8,4,4,7,10,4,2,10,2,10,21 to 35,Female,707.9
8869,6/24/2018,4,1,10,10,6,4,4,1,1,7,2,5,2,8,10,1,1,10,4,7,21 to 35,Female,676.0
8870,6/24/2018,3,2,10,6,6,9,5,3,2,7,6,4,5,9,0,3,2,4,6,5,21 to 35,Female,694.7
8871,6/25/2018,5,3,3,7,5,10,3,2,1,9,3,10,5,7,0,1,2,10,2,7,51 or more,Female,714.2
8872,6/25/2018,4,4,8,3,8,10,6,5,1,9,2,9,10,7,3,1,2,8,4,9,21 to 35,Female,732.7
8873,6/25/2018,5,2,7,10,10,10,3,5,2,8,3,5,4,5,0,2,1,5,4,7,36 to 50,Male,690.7
8874,6/25/2018,4,5,5,5,5,2,2,4,2,9,6,5,2,8,0,1,1,8,1,2,21 to 35,Female,640.3
8875,6/25/2018,2,4,8,5,3,6,0,0,1,0,5,1,0,6,3,8,1,6,0,6,36 to 50,Male,598.3
8876,6/25/2018,4,5,0,1,4,4,2,3,1,4,0,7,3,9,2,10,1,5,3,3,21 to 35,Female,610.3
8877,6/25/2018,3,1,8,7,10,3,3,2,2,6,4,6,7,8,0,0,2,4,4,10,21 to 35,Male,696.6
8878,6/25/2018,1,1,6,6,6,3,6,3,1,5,3,6,6,6,7,0,1,3,4,10,36 to 50,Female,663.9
8879,6/26/2018,2,5,10,1,3,3,0,0,1,1,2,8,0,5,0,2,1,5,1,4,36 to 50,Female,606.3
8880,6/26/2018,3,3,3,6,2,6,3,5,1,5,2,6,2,8,0,2,2,5,2,3,36 to 50,Female,667.7
8881,6/26/2018,3,4,10,5,4,5,3,5,2,5,1,4,5,8,0,4,2,5,3,5,36 to 50,Female,660.5
8882,6/26/2018,3,4,0,2,5,10,1,0,1,5,0,10,0,6,10,3,2,10,0,5,36 to 50,Male,630.7
8883,6/26/2018,2,5,3,8,10,10,0,2,2,2,5,6,3,4,10,8,2,10,1,5,51 or more,Female,626.1
8884,6/26/2018,1,5,10,3,4,8,5,5,2,3,0,8,5,7,8,4,2,5,3,2,36 to 50,Male,637.3
8885,6/27/2018,5,0,8,10,10,10,10,5,2,10,10,10,6,7,5,0,2,9,10,10,Less than 20,Female,777.1
8886,6/27/2018,5,5,10,3,6,7,3,5,1,4,7,1,5,5,0,4,2,10,4,10,Less than 20,Female,700.1
8887,6/27/2018,5,2,6,6,5,3,6,4,1,10,2,10,5,6,0,5,2,6,3,4,36 to 50,Female,702.1
8888,6/27/2018,3,4,10,2,10,10,3,5,1,5,5,3,10,7,0,3,2,3,5,6,21 to 35,Female,706.0
8889,6/27/2018,3,1,10,5,2,8,5,1,1,9,4,10,1,6,1,1,2,5,2,10,21 to 35,Female,702.1
8890,6/27/2018,2,3,8,5,10,4,5,1,2,6,5,7,10,7,0,5,1,3,6,5,21 to 35,Male,659.2
8891,6/28/2018,2,5,1,3,5,1,2,0,2,4,2,8,3,5,0,7,1,6,3,4,36 to 50,Female,587.6
8892,6/28/2018,2,5,1,3,5,1,2,0,2,4,2,8,3,5,0,7,1,6,3,4,36 to 50,Female,587.6
8893,6/28/2018,5,4,1,3,2,4,1,1,1,3,2,4,1,7,0,5,2,3,4,4,36 to 50,Female,628.0
8894,6/29/2018,5,4,5,10,10,10,5,4,1,9,6,5,5,7,5,4,2,10,3,7,51 or more,Male,721.7
8895,6/30/2018,2,1,7,4,10,4,4,4,1,6,3,10,4,7,0,7,2,5,2,3,36 to 50,Female,687.0
8896,6/30/2018,2,3,0,4,5,1,1,0,1,5,2,4,2,7,10,2,2,1,2,3,51 or more,Female,602.5
8897,6/30/2018,5,5,3,9,10,10,9,5,2,10,2,5,2,6,0,3,2,2,3,7,51 or more,Female,690.9
8898,6/30/2018,4,2,2,5,4,7,3,5,1,9,1,6,6,8,2,1,2,4,3,3,Less than 20,Female,686.4
8899,7/1/2018,2,1,7,6,5,8,6,1,1,5,3,4,2,7,0,1,2,5,3,5,36 to 50,Female,680.7
8900,7/1/2018,2,3,8,3,3,4,6,0,1,5,4,9,1,6,0,0,2,6,4,5,21 to 35,Male,669.6
8901,7/1/2018,5,3,2,3,10,8,0,5,1,8,2,10,2,4,10,0,1,10,1,5,36 to 50,Female,664.3
8902,7/1/2018,5,3,2,3,10,10,0,5,1,8,2,10,2,5,10,0,1,10,2,5,36 to 50,Female,671.3
8903,7/1/2018,3,3,3,2,2,7,3,1,2,5,1,2,2,7,2,1,2,3,2,3,36 to 50,Female,615.7
8904,7/1/2018,5,3,5,7,6,4,5,5,1,9,6,5,10,7,0,5,2,10,4,2,51 or more,Female,714.9
8905,7/2/2018,5,4,10,7,7,10,2,5,2,2,0,5,6,6,0,2,2,1,1,1,36 to 50,Female,662.0
8906,7/2/2018,5,3,6,7,6,6,2,5,1,5,1,4,2,7,5,1,2,10,3,8,36 to 50,Female,690.9
8907,7/2/2018,2,4,2,4,0,0,1,0,2,1,0,5,0,9,0,2,1,3,0,3,21 to 35,Male,567.4
8908,7/2/2018,5,4,10,1,3,1,1,0,1,3,5,10,2,8,10,2,2,2,2,10,21 to 35,Female,646.4
8909,7/3/2018,5,3,1,10,3,5,10,0,2,5,1,8,1,8,0,1,2,10,1,10,51 or more,Female,676.6
8910,7/3/2018,1,4,0,7,1,10,2,0,2,10,3,1,5,8,0,3,1,2,1,5,51 or more,Female,607.2
8911,7/3/2018,3,1,10,5,10,10,10,3,1,10,10,10,1,7,0,0,2,10,10,10,51 or more,Female,773.7
8912,7/3/2018,1,2,10,7,4,10,5,5,2,7,1,7,2,7,1,1,2,5,1,2,21 to 35,Female,672.8
8913,7/4/2018,5,1,7,7,10,10,1,5,1,8,4,5,1,8,7,0,2,10,3,5,21 to 35,Female,716.8
8914,7/4/2018,5,3,3,4,2,2,5,3,2,2,0,3,1,5,0,2,2,4,3,6,51 or more,Female,627.4
8915,7/4/2018,3,4,4,6,2,10,3,1,1,7,2,7,1,8,0,4,2,10,1,10,21 to 35,Female,678.1
8916,7/4/2018,0,4,6,2,8,7,3,5,2,4,1,6,5,6,10,2,2,5,2,3,36 to 50,Male,628.2
8917,7/5/2018,1,2,3,1,2,6,4,1,1,4,6,3,1,8,3,4,2,2,1,2,21 to 35,Male,624.6
8918,7/5/2018,5,1,10,10,10,10,10,5,1,10,10,10,5,8,0,2,2,10,10,10,36 to 50,Male,801.1
8919,7/5/2018,2,2,4,4,5,4,5,2,1,6,2,4,5,8,1,4,1,5,2,6,Less than 20,Male,646.9
8920,7/5/2018,1,3,3,5,3,8,2,3,1,7,1,6,3,7,0,4,2,4,5,7,21 to 35,Female,664.1
8921,7/5/2018,3,4,10,3,4,10,5,4,2,4,0,10,0,5,0,5,1,4,2,2,36 to 50,Female,632.2
8922,7/6/2018,5,5,3,3,5,3,0,5,1,1,1,3,0,7,10,3,2,4,3,10,36 to 50,Female,631.2
8923,7/6/2018,2,2,10,10,4,10,4,3,2,4,1,8,2,7,0,1,2,7,0,3,21 to 35,Female,674.7
8924,7/7/2018,0,5,0,0,0,0,0,0,1,0,0,1,0,1,10,10,1,0,0,0,36 to 50,Female,497.0
8925,7/7/2018,1,4,3,8,7,10,3,5,2,1,2,8,0,5,0,2,1,10,1,5,36 to 50,Female,640.3
8926,7/7/2018,4,3,10,10,10,10,6,5,1,8,3,10,3,6,7,2,1,10,10,10,Less than 20,Female,732.7
8927,7/7/2018,3,1,10,10,10,10,2,1,2,9,1,2,5,8,0,3,2,10,1,7,21 to 35,Male,695.8
8928,7/7/2018,3,1,2,5,5,10,5,1,1,8,7,1,5,7,0,3,2,5,0,3,21 to 35,Female,675.0
8929,7/7/2018,3,1,0,10,5,6,10,5,1,4,1,2,10,6,10,0,2,2,5,3,36 to 50,Female,678.4
8930,7/8/2018,2,2,1,0,0,1,0,1,1,4,0,1,0,6,0,5,2,3,1,7,51 or more,Male,598.3
8931,7/8/2018,2,2,2,0,0,1,0,1,1,3,0,2,0,6,5,6,2,4,0,7,51 or more,Male,590.0
8932,7/8/2018,1,0,8,2,10,10,7,1,1,6,10,5,5,8,5,0,2,8,9,10,21 to 35,Male,728.7
8933,7/8/2018,3,4,6,3,3,4,6,2,2,5,3,3,1,7,0,3,2,4,1,4,21 to 35,Female,629.5
8934,7/8/2018,1,1,4,10,10,10,1,5,1,5,2,8,0,7,0,3,2,10,2,10,36 to 50,Female,710.4
8935,7/8/2018,4,2,2,3,3,2,1,2,1,6,2,10,0,5,0,3,2,1,2,10,36 to 50,Male,652.6
8936,7/8/2018,4,2,2,7,10,8,3,5,1,9,1,3,3,6,0,3,2,5,1,7,36 to 50,Female,692.2
8937,7/9/2018,2,1,6,4,0,4,2,3,1,3,0,5,9,10,0,1,2,1,0,10,Less than 20,Female,667.9
8938,7/9/2018,2,3,10,5,4,10,2,5,2,8,1,8,1,7,10,1,2,3,4,10,51 or more,Female,666.2
8939,7/9/2018,1,3,3,5,5,4,2,1,1,8,4,5,1,8,0,2,2,3,2,3,21 to 35,Female,647.1
8940,7/9/2018,5,3,3,7,3,3,2,0,1,3,4,5,0,7,0,1,2,1,2,3,Less than 20,Male,641.8
8941,7/9/2018,2,4,8,6,5,5,4,2,2,4,2,2,3,8,10,0,2,5,7,7,51 or more,Male,641.4
8942,7/9/2018,2,3,5,10,10,10,1,5,1,6,1,2,10,6,0,3,2,3,1,7,36 to 50,Female,693.7
8943,7/9/2018,2,3,10,8,10,5,0,5,2,7,1,5,10,7,0,2,2,10,1,5,51 or more,Male,691.1
8944,7/10/2018,1,1,1,6,5,1,5,3,1,3,5,5,0,5,0,0,1,2,10,10,21 to 35,Male,655.0
8945,7/10/2018,1,5,3,5,5,1,3,5,2,4,6,3,7,5,0,3,2,7,6,5,51 or more,Female,646.1
8946,7/10/2018,2,2,2,5,7,2,2,5,1,7,2,10,3,6,0,0,2,5,3,5,51 or more,Female,681.7
8947,7/10/2018,3,5,3,10,8,8,1,0,2,2,0,6,1,6,10,1,1,3,0,1,36 to 50,Male,587.4
8948,7/11/2018,3,1,10,10,5,5,7,1,1,9,5,8,5,8,0,1,2,6,7,7,21 to 35,Male,729.3
8949,7/11/2018,1,1,0,3,0,2,0,0,1,0,0,10,0,8,0,1,2,1,0,10,21 to 35,Male,620.9
8950,7/11/2018,3,3,5,2,2,2,0,1,2,2,0,2,1,7,5,2,2,8,3,8,21 to 35,Male,608.9
8951,7/11/2018,5,3,10,10,10,4,3,0,2,9,1,5,1,9,0,6,1,10,3,10,51 or more,Female,671.1
8952,7/11/2018,4,3,5,9,8,10,3,1,1,6,4,7,2,9,10,2,2,8,8,4,21 to 35,Female,691.9
8953,7/11/2018,3,3,0,6,10,4,5,0,1,8,2,3,4,8,0,6,2,10,3,8,21 to 35,Female,673.9
8954,7/11/2018,3,2,10,8,5,10,10,5,2,7,2,4,10,8,10,7,2,8,4,8,21 to 35,Male,697.9
8955,7/11/2018,1,3,3,0,0,10,0,2,2,4,2,2,0,6,10,1,1,5,0,4,21 to 35,Female,571.3
8956,7/11/2018,2,1,5,3,3,8,4,4,2,3,4,8,7,6,0,5,2,2,2,9,21 to 35,Male,664.3
8957,7/11/2018,4,1,5,2,8,3,2,5,1,9,2,2,2,7,0,1,2,3,4,10,51 or more,Female,688.8
8958,7/11/2018,1,1,9,8,10,10,6,5,2,5,4,2,10,8,2,9,1,6,8,4,21 to 35,Male,680.5
8959,7/11/2018,1,2,8,6,0,6,1,0,1,2,2,2,1,6,2,1,2,3,0,0,21 to 35,Female,617.2
8960,7/11/2018,2,5,10,4,5,7,3,1,1,3,1,3,8,6,5,1,2,1,1,9,51 or more,Male,649.7
8961,7/11/2018,2,5,10,5,3,8,1,1,1,2,1,3,9,6,5,1,2,1,1,7,51 or more,Male,642.9
8962,7/11/2018,4,4,4,10,10,10,10,5,2,8,4,4,4,7,1,4,2,10,6,2,36 to 50,Female,706.2
8963,7/11/2018,5,3,7,5,3,9,7,3,1,10,4,7,3,7,10,4,2,10,8,7,21 to 35,Male,705.1
8964,7/12/2018,3,3,8,6,10,8,4,4,1,9,6,8,9,6,4,2,2,8,6,8,Less than 20,Male,730.6
8965,7/12/2018,2,1,8,4,2,10,2,2,2,6,3,5,5,7,1,1,2,8,3,10,36 to 50,Male,677.5
8966,7/12/2018,4,2,2,1,10,10,2,2,2,4,1,3,10,7,0,10,2,2,2,3,36 to 50,Female,639.7
8967,7/12/2018,0,5,0,0,0,0,0,0,1,0,0,1,0,1,10,0,1,0,0,0,21 to 35,Male,514.0
8968,7/12/2018,3,4,3,6,10,9,4,5,2,7,3,6,4,9,0,5,2,4,3,10,51 or more,Female,684.9
8969,7/12/2018,3,2,7,10,10,10,4,5,2,6,4,7,5,7,0,0,2,6,8,4,36 to 50,Female,717.0
8970,7/12/2018,2,4,10,5,6,10,10,4,1,8,1,2,10,6,10,1,2,9,8,1,51 or more,Female,697.1
8971,7/12/2018,1,3,8,5,10,2,2,5,2,4,4,3,10,8,0,3,1,10,2,10,36 to 50,Female,667.1
8972,7/12/2018,4,3,2,6,10,4,4,5,2,9,4,5,9,7,2,1,2,10,2,10,51 or more,Male,701.3
8973,7/12/2018,2,1,10,5,3,6,5,1,1,7,6,10,5,8,0,1,2,10,10,6,21 to 35,Male,724.6
8974,7/12/2018,2,2,2,3,2,2,1,1,2,4,4,5,10,7,0,0,1,2,1,8,51 or more,Female,619.7
8975,7/12/2018,3,1,9,10,10,10,8,0,1,7,9,6,10,9,0,1,2,3,8,10,21 to 35,Male,754.6
8976,7/12/2018,3,1,9,10,10,10,8,0,1,7,9,6,10,9,0,1,2,3,8,10,21 to 35,Male,754.6
8977,7/13/2018,2,1,2,8,4,3,1,0,2,7,5,3,2,7,1,0,1,5,6,8,21 to 35,Male,634.6
8978,7/13/2018,5,3,10,8,10,10,4,5,1,3,10,10,10,6,0,0,2,10,3,4,51 or more,Male,754.8
8979,7/13/2018,2,2,10,4,3,6,0,5,1,5,2,8,0,7,0,1,2,7,1,7,51 or more,Female,681.5
8980,7/13/2018,3,4,1,3,2,3,1,1,2,5,2,8,0,6,0,2,2,5,0,4,51 or more,Female,611.6
8981,7/13/2018,3,3,1,6,3,5,4,1,2,8,4,2,5,8,10,3,1,3,3,3,21 to 35,Female,604.0
8982,7/13/2018,2,2,5,10,4,5,1,5,2,8,1,2,2,7,0,2,2,5,1,1,51 or more,Female,648.0
8983,7/13/2018,2,0,9,4,5,8,0,3,1,7,5,6,10,9,0,1,2,0,5,10,51 or more,Male,712.1
8984,7/14/2018,5,1,10,7,3,5,10,2,1,3,5,4,1,7,8,0,2,10,9,7,51 or more,Male,707.9
8985,7/14/2018,5,2,5,3,10,1,0,5,1,6,1,9,1,8,0,3,2,6,1,10,36 to 50,Female,690.4
8986,7/14/2018,4,2,10,5,10,10,5,2,1,9,4,10,5,8,0,1,2,7,3,10,21 to 35,Female,739.9
8987,7/15/2018,1,5,1,3,3,3,2,2,2,1,1,3,0,6,10,1,1,5,0,7,51 or more,Female,563.0
8988,7/15/2018,4,1,10,8,7,4,4,4,1,8,8,6,10,7,0,1,2,6,8,2,21 to 35,Female,735.5
8989,7/15/2018,2,2,6,5,8,10,9,3,2,8,8,10,3,6,2,3,2,8,7,8,36 to 50,Female,712.3
8990,7/15/2018,5,4,4,4,8,10,8,2,1,8,2,10,2,7,0,1,1,6,2,1,21 to 35,Female,678.5
8991,7/15/2018,1,4,0,2,2,9,0,0,1,0,3,6,0,4,0,5,2,5,0,10,36 to 50,Male,614.2
8992,7/15/2018,1,3,7,7,4,4,2,0,1,5,1,6,3,8,2,2,2,3,1,4,21 to 35,Female,643.9
8993,7/15/2018,1,3,7,7,4,4,2,0,1,5,1,6,3,8,2,2,2,3,1,4,21 to 35,Female,643.9
8994,7/16/2018,3,2,10,5,2,4,2,5,1,6,3,2,2,8,0,3,2,2,3,4,21 to 35,Male,668.6
8995,7/16/2018,5,1,10,5,8,9,7,5,1,8,1,10,7,8,0,1,2,10,2,10,Less than 20,Female,755.2
8996,7/16/2018,1,3,2,3,10,3,5,2,2,6,5,10,10,7,0,7,2,1,5,7,21 to 35,Female,661.5
8997,7/16/2018,5,0,10,5,10,3,5,5,1,5,1,4,3,7,0,5,2,10,3,10,51 or more,Male,718.1
8998,7/16/2018,5,5,4,7,3,1,0,5,2,7,4,1,0,8,0,4,2,3,1,7,51 or more,Female,634.4
8999,7/16/2018,4,1,8,10,10,10,5,5,1,7,4,4,7,8,5,6,2,6,3,2,Less than 20,Female,714.9
9000,7/16/2018,5,3,10,4,10,10,8,2,2,9,4,4,10,8,0,0,2,10,8,10,36 to 50,Female,738.7
9001,7/16/2018,5,0,8,10,5,8,2,5,2,3,1,10,3,8,0,0,2,5,1,6,36 to 50,Male,700.8
9002,7/16/2018,4,4,8,5,3,10,7,1,1,5,3,9,1,9,6,2,1,5,2,4,21 to 35,Female,658.3
9003,7/16/2018,2,3,4,8,2,3,2,2,1,5,2,6,2,7,0,2,2,4,0,4,21 to 35,Female,647.1
9004,7/16/2018,3,4,10,10,3,10,3,4,1,4,4,4,10,8,0,5,2,7,8,4,21 to 35,Female,709.8
9005,7/16/2018,5,4,4,4,10,10,5,5,2,10,6,4,10,7,10,3,2,6,3,6,51 or more,Female,689.2
9006,7/17/2018,5,3,10,6,4,4,3,5,2,5,4,10,3,7,0,1,2,10,2,8,51 or more,Female,698.9
9007,7/17/2018,2,3,2,4,2,10,1,1,1,1,2,1,4,5,5,5,1,8,2,6,Less than 20,Female,610.0
9008,7/17/2018,5,4,7,5,10,6,1,5,1,8,1,7,5,6,6,4,2,2,2,5,51 or more,Female,677.7
9009,7/17/2018,3,1,7,3,6,4,5,1,1,7,6,10,5,9,0,1,2,10,6,7,Less than 20,Female,718.0
9010,7/17/2018,5,3,4,10,6,2,4,1,1,7,2,5,2,9,2,1,2,4,4,10,21 to 35,Female,686.4
9011,7/17/2018,4,3,10,7,10,10,8,4,2,9,8,10,1,6,5,6,2,10,10,7,51 or more,Female,725.9
9012,7/17/2018,5,0,10,5,3,3,7,1,1,8,5,10,6,7,10,1,2,4,10,10,21 to 35,Male,715.9
9013,7/17/2018,3,2,1,4,1,2,0,5,2,5,2,5,0,6,5,3,1,2,1,5,36 to 50,Female,594.0
9014,7/17/2018,3,1,4,4,8,5,4,5,1,7,4,3,2,6,5,2,2,3,2,8,21 to 35,Male,676.9
9015,7/17/2018,5,3,7,10,3,5,7,5,2,5,1,6,3,6,0,1,2,7,1,7,51 or more,Female,684.3
9016,7/18/2018,2,4,5,6,10,2,7,5,2,3,1,1,0,9,0,5,1,7,2,10,21 to 35,Male,638.0
9017,7/18/2018,4,3,1,8,8,8,2,5,2,3,1,5,0,8,0,7,2,3,1,2,36 to 50,Female,640.3
9018,7/18/2018,3,4,4,5,8,3,7,1,1,7,5,10,0,9,5,2,1,8,7,7,21 to 35,Female,672.1
9019,7/18/2018,4,0,0,10,10,4,7,5,2,8,10,2,3,5,10,1,1,10,10,10,51 or more,Female,691.8
9020,7/18/2018,5,0,10,5,10,5,6,5,1,10,7,2,10,8,0,1,2,6,10,10,36 to 50,Male,763.8
9021,7/18/2018,3,5,2,3,6,2,3,4,1,7,2,10,2,7,2,9,2,10,4,6,36 to 50,Male,661.5
9022,7/18/2018,1,0,4,4,4,1,0,3,2,4,0,2,0,8,0,0,2,1,0,10,51 or more,Female,624.4
9023,7/18/2018,1,0,4,4,4,1,0,3,2,4,0,2,0,8,0,0,2,1,0,10,51 or more,Female,624.4
9024,7/18/2018,2,1,8,4,7,5,7,3,2,0,3,1,2,8,10,2,2,5,2,4,21 to 35,Female,634.4
9025,7/18/2018,2,0,10,3,0,10,0,0,1,0,6,10,0,7,0,1,1,2,10,10,36 to 50,Male,668.3
9026,7/18/2018,5,1,10,2,10,8,10,5,1,8,5,7,2,8,0,2,2,10,2,10,36 to 50,Female,747.8
9027,7/19/2018,3,1,1,3,5,3,3,2,1,2,2,3,8,7,10,3,1,5,1,7,21 to 35,Female,622.7
9028,7/19/2018,2,2,0,5,3,4,5,2,1,2,4,4,3,8,10,6,2,6,8,3,21 to 35,Male,636.7
9029,7/19/2018,3,3,8,1,8,10,1,5,1,10,4,10,0,7,0,3,1,4,0,7,36 to 50,Female,678.5
9030,7/19/2018,5,3,7,7,5,10,5,3,2,4,6,3,5,7,5,7,2,3,6,5,36 to 50,Female,666.9
9031,7/19/2018,3,2,6,5,2,2,2,3,1,4,5,2,3,7,10,4,1,3,4,3,Less than 20,Male,617.4
9032,7/19/2018,2,3,5,5,1,10,1,5,2,5,1,5,1,8,7,5,1,6,7,2,21 to 35,Male,619.9
9033,7/19/2018,3,3,8,10,8,10,2,5,2,8,0,6,1,5,0,2,2,10,4,10,36 to 50,Female,699.4
9034,7/19/2018,1,1,2,2,1,3,2,0,2,3,3,5,2,7,0,1,2,2,1,2,21 to 35,Female,604.4
9035,7/19/2018,2,1,10,8,10,4,4,2,2,4,2,6,5,8,1,1,2,10,6,3,21 to 35,Male,689.8
9036,7/19/2018,1,1,10,2,1,4,5,0,1,4,1,7,5,8,0,4,2,7,2,5,21 to 35,Male,661.1
9037,7/20/2018,0,2,2,4,2,4,3,0,1,5,2,8,2,7,3,2,1,8,4,5,21 to 35,Male,627.1
9038,7/20/2018,3,3,6,4,9,4,5,1,2,7,8,6,5,7,5,0,2,7,8,7,51 or more,Female,682.8
9039,7/20/2018,4,3,3,10,5,3,1,1,1,1,1,3,1,8,0,5,2,5,1,2,36 to 50,Female,636.5
9040,7/20/2018,4,4,8,5,2,7,2,5,1,7,2,6,2,8,0,3,2,4,1,10,51 or more,Male,684.7
9041,7/20/2018,3,5,6,4,4,7,3,5,1,8,2,10,10,8,10,5,2,4,1,5,51 or more,Female,671.9
9042,7/20/2018,4,4,10,5,10,7,10,2,1,9,4,6,5,7,10,0,2,10,7,10,21 to 35,Female,723.6
9043,7/20/2018,1,1,10,5,10,10,10,5,1,4,2,4,10,9,0,0,2,10,5,10,51 or more,Female,749.1
9044,7/20/2018,3,4,1,4,1,3,1,1,1,5,0,5,1,7,0,8,2,0,0,8,21 to 35,Female,611.2
9045,7/20/2018,5,1,10,2,10,10,5,2,1,2,2,7,0,7,10,10,2,10,5,10,36 to 50,Male,686.4
9046,7/20/2018,5,4,10,1,0,0,0,0,1,3,0,1,0,7,0,3,1,1,0,10,36 to 50,Male,600.2
9047,7/20/2018,4,3,4,3,7,3,9,3,1,6,1,5,3,8,6,1,2,8,3,5,21 to 35,Female,676.0
9048,7/20/2018,5,0,4,3,2,1,2,3,2,3,3,2,2,9,0,1,1,1,4,10,51 or more,Female,633.1
9049,7/21/2018,4,3,10,7,5,5,1,2,1,8,2,8,2,7,0,1,2,5,4,10,51 or more,Female,698.5
9050,7/21/2018,4,3,10,7,5,5,1,2,1,8,2,8,2,7,0,1,2,5,4,10,51 or more,Female,698.5
9051,7/21/2018,5,2,10,10,10,5,5,2,1,8,3,8,5,7,0,2,1,10,2,10,21 to 35,Female,718.9
9052,7/22/2018,3,0,10,10,3,5,4,2,1,3,2,10,0,7,0,0,2,10,2,5,51 or more,Female,702.3
9053,7/22/2018,4,1,10,10,10,3,4,5,1,7,2,1,1,7,0,7,1,5,3,9,21 to 35,Female,683.5
9054,7/22/2018,1,0,9,7,10,10,2,0,2,8,3,3,1,7,0,0,2,10,7,10,21 to 35,Male,697.5
9055,7/22/2018,2,3,5,7,5,10,2,1,1,8,1,3,10,7,5,0,2,6,1,3,51 or more,Female,670.3
9056,7/22/2018,5,1,10,8,8,10,2,1,1,4,3,7,5,7,0,0,2,2,3,7,36 to 50,Female,710.2
9057,7/22/2018,4,2,3,7,2,10,4,5,1,6,1,4,1,9,0,1,2,10,1,3,51 or more,Female,689.6
9058,7/22/2018,0,2,0,2,1,1,2,1,2,5,2,1,3,8,10,1,1,2,0,7,21 to 35,Male,564.7
9059,7/22/2018,5,3,10,8,3,10,5,2,2,9,4,7,8,7,0,7,2,6,8,3,21 to 35,Female,698.3
9060,7/22/2018,5,0,10,6,10,10,7,5,1,8,1,1,5,7,0,0,1,9,8,10,21 to 35,Male,736.2
9061,7/23/2018,2,5,0,3,0,5,2,1,1,5,0,10,1,8,1,3,2,3,5,1,21 to 35,Female,624.3
9062,7/23/2018,2,3,3,4,5,10,2,5,2,6,2,7,1,5,0,2,2,7,2,1,36 to 50,Female,650.3
9063,7/23/2018,3,2,2,5,5,10,2,2,2,2,5,10,2,8,5,4,1,5,5,3,36 to 50,Male,634.5
9064,7/23/2018,4,3,3,10,10,10,2,2,1,8,10,5,6,7,10,4,2,2,6,3,21 to 35,Female,689.4
9065,7/23/2018,1,4,7,4,5,10,1,1,1,4,1,7,1,7,7,10,2,4,2,4,21 to 35,Female,625.2
9066,7/23/2018,3,4,5,6,6,10,2,5,1,9,4,10,10,7,5,3,2,6,1,1,36 to 50,Female,695.5
9067,7/23/2018,3,2,8,8,10,10,4,5,2,9,4,9,7,9,0,2,2,7,6,5,21 to 35,Female,728.0
9068,7/23/2018,5,2,7,8,10,10,7,5,1,7,4,10,6,8,0,1,2,8,6,7,21 to 35,Male,756.9
9069,7/23/2018,4,4,10,4,10,2,2,1,2,6,1,3,5,8,0,1,2,2,6,7,21 to 35,Female,660.3
9070,7/23/2018,2,4,3,7,7,10,10,0,1,7,0,10,3,7,3,1,2,2,1,7,36 to 50,Male,676.8
9071,7/23/2018,5,3,10,10,5,10,0,0,1,7,1,6,1,9,4,10,1,2,2,2,21 to 35,Female,640.7
9072,7/23/2018,5,5,8,10,7,10,2,3,2,5,6,10,2,6,10,10,2,10,7,6,51 or more,Female,674.9
9073,7/23/2018,5,3,10,5,8,10,10,5,1,10,2,6,5,8,10,1,2,10,0,5,51 or more,Female,720.4
9074,7/23/2018,4,0,3,10,10,10,3,2,1,7,2,7,5,6,2,0,2,8,3,5,51 or more,Male,715.1
9075,7/23/2018,3,1,2,7,10,6,5,2,1,7,7,3,5,8,0,0,2,3,2,3,21 to 35,Male,692.6
9076,7/23/2018,2,3,4,5,10,10,2,0,2,7,1,10,5,9,4,1,2,2,1,7,21 to 35,Male,660.2
9077,7/23/2018,5,1,10,5,4,6,4,5,2,8,4,7,6,7,0,0,2,10,2,6,36 to 50,Male,711.9
9078,7/23/2018,4,3,5,10,5,10,4,1,1,7,1,9,1,8,4,3,2,5,2,0,36 to 50,Female,673.4
9079,7/23/2018,4,4,8,5,10,10,4,4,2,6,3,7,4,5,1,2,2,4,4,5,36 to 50,Female,682.6
9080,7/23/2018,0,1,4,3,8,6,3,3,2,2,4,10,0,7,4,8,2,4,1,10,21 to 35,Male,639.4
